,acc:x_mean,acc:y_mean,acc:z_mean,acc:x_std,acc:y_std,acc:z_std,acc:x_med,acc:y_med,acc:z_med,acc:x_p25,acc:y_p25,acc:z_p25,acc:x_p75,acc:y_p75,acc:z_p75,gro:x_mean,gro:y_mean,gro:z_mean,gro:x_std,gro:y_std,gro:z_std,gro:x_med,gro:y_med,gro:z_med,gro:x_p25,gro:y_p25,gro:z_p25,gro:x_p75,gro:y_p75,gro:z_p75,gvt:x_mean,gvt:y_mean,gvt:z_mean,gvt:x_std,gvt:y_std,gvt:z_std,gvt:x_med,gvt:y_med,gvt:z_med,gvt:x_p25,gvt:y_p25,gvt:z_p25,gvt:x_p75,gvt:y_p75,gvt:z_p75,lac:x_mean,lac:y_mean,lac:z_mean,lac:x_std,lac:y_std,lac:z_std,lac:x_med,lac:y_med,lac:z_med,lac:x_p25,lac:y_p25,lac:z_p25,lac:x_p75,lac:y_p75,lac:z_p75,htr:x_mean,htr:x_std,htr:x_med,htr:x_p25,htr:x_p75,label:read,label:writeQA,label:write,label:type,label:rest,label:off
0,-3.4663071615384617,-7.491420153846153,5.3480190692307685,0.036954253474928055,0.050391376330241384,0.047666604693596834,-3.4486277000000003,-7.503943400000002,5.3458095000000005,-3.4965098,-7.51352,5.3122916,-3.434263,-7.4560614,5.3697504999999985,-0.014867810666666668,-0.008240519,-8.505499999999968e-05,0.014383635613651866,0.01201459501036752,0.005659475517124975,-0.011532684,-0.007843773,0.002071318,-0.021079358500000003,-0.014146173,-0.002217207,-0.0069886995,-0.0021364920000000003,0.0031252834999999997,-3.4877506,-7.472833199999999,5.30681165,0.029257815863799143,0.00738007347524496,0.00883551136296018,-3.4877506,-7.472833199999999,5.30681165,-3.4980947999999996,-7.475442450000001,5.303687825,-3.4774064000000005,-7.4702239499999985,5.309935475,0.019158005,-0.009437561,0.015982866499999998,0.02709351049901157,0.01334672676192339,0.0226031865698986,0.019158005,-0.009437561,0.015982866499999998,0.0095790025,-0.014156341499999999,0.007991433249999999,0.0287370075,-0.0047187805,0.02397429975,,,,,,1,0,0,0,0,0
1,-3.4649075599999994,-7.48095974,5.33910572,0.025472112915951847,0.05282225732693528,0.03114166458335205,-3.4677806,-7.4752135,5.3458095000000005,-3.4725687999999995,-7.51352,5.3314443,-3.4486277000000003,-7.4608493,5.3458095000000005,-0.030626033,0.003570789000000001,-0.006505731999999999,,,,-0.030626033,0.003570789000000001,-0.006505731999999999,-0.030626033,0.003570789000000001,-0.006505731999999999,-0.030626033,0.003570789000000001,-0.006505731999999999,-3.4670622000000004,-7.478051700000001,5.3130593,,,,-3.4670622000000004,-7.478051700000001,5.3130593,-3.4670622000000004,-7.478051700000001,5.3130593,-3.4670622000000004,-7.478051700000001,5.3130593,0.03831601,-0.018875122,0.031965733,,,,0.03831601,-0.018875122,0.031965733,0.03831601,-0.018875122,0.031965733,0.03831601,-0.018875122,0.031965733,,,,,,1,0,0,0,0,0
2,-3.4757607333333334,-7.451273133333332,5.333040333333334,0.03397035837923014,0.026659515442208025,0.07453828726160364,-3.482145,-7.446484599999999,5.3410206,-3.4941155,-7.463243499999999,5.297926800000001,-3.4605981,-7.436908499999999,5.3721440000000005,,,,,,,,,,,,,,,,-3.4668019999999995,-7.485963000000001,5.3020773000000005,,,,-3.4668019999999995,-7.485963000000001,5.3020773000000005,-3.4668019999999995,-7.485963000000001,5.3020773000000005,-3.4668019999999995,-7.485963000000001,5.3020773000000005,0.003542662,0.032701015,0.004707813,,,,0.003542662,0.032701015,0.004707813,0.003542662,0.032701015,0.004707813,0.003542662,0.032701015,0.004707813,,,,,,1,0,0,0,0,0
3,-3.4757607333333334,-7.451273133333332,5.333040333333334,0.03397035837923014,0.026659515442208025,0.07453828726160364,-3.482145,-7.446484599999999,5.3410206,-3.4941155,-7.463243499999999,5.297926800000001,-3.4605981,-7.436908499999999,5.3721440000000005,,,,,,,,,,,,,,,,-3.4668019999999995,-7.485963000000001,5.3020773000000005,,,,-3.4668019999999995,-7.485963000000001,5.3020773000000005,-3.4668019999999995,-7.485963000000001,5.3020773000000005,-3.4668019999999995,-7.485963000000001,5.3020773000000005,0.003542662,0.032701015,0.004707813,,,,0.003542662,0.032701015,0.004707813,0.003542662,0.032701015,0.004707813,0.003542662,0.032701015,0.004707813,,,,,,1,0,0,0,0,0
4,-3.4807769428571427,-7.5566132857142865,5.098191,0.05683749580273738,0.1667870938494184,0.16916889621716322,-3.4869332,-7.561402,5.168646,-3.50848005,-7.594919,5.0393645,-3.4390512500000003,-7.436908150000002,5.2093455,-0.15346295,0.034148095,-0.023293199,0.09551799218593744,0.007882338492988611,0.020033835591604567,-0.15346295,0.034148095,-0.023293199,-0.18723366,0.0313612675,-0.0303762295,-0.11969224,0.0369349225,-0.0162101685,-3.4674955,-7.553961200000001,5.2038512,0.0041429386309715524,0.0548386764654299,0.07684482944544795,-3.4674955,-7.553961200000001,5.2038512,-3.4689602500000003,-7.5733496,5.17668245,-3.4660307500000003,-7.5345728,5.23101995,0.0013418199999999994,0.1145215,0.11234331,0.014399386727580862,0.06206510977925681,0.014523464168689227,0.0013418199999999994,0.1145215,0.11234331,-0.003749132000000001,0.09257817,0.10720849,0.006432771999999998,0.13646482999999998,0.11747813,,,,,,1,0,0,0,0,0
5,-3.4645883000000004,-7.915727900000001,4.843048666666667,0.019934826245292414,0.3340430326202452,0.11610744853511085,-3.4582040000000003,-7.882210700000001,4.776014,-3.4725686,-8.073738350000001,4.776014,-3.4534158500000003,-7.74095885,4.876566,-0.42927882,0.033946827,-0.098442145,,,,-0.42927882,0.033946827,-0.098442145,-0.42927882,0.033946827,-0.098442145,-0.42927882,0.033946827,-0.098442145,-3.4354994,-7.723055,4.972137,,,,-3.4354994,-7.723055,4.972137,-3.4354994,-7.723055,4.972137,-3.4354994,-7.723055,4.972137,-0.058235884,0.24570131,0.22193766,,,,-0.058235884,0.24570131,0.22193766,-0.058235884,0.24570131,0.22193766,-0.058235884,0.24570131,0.22193766,,,,,,1,0,0,0,0,0
6,-3.3911694000000003,-8.021068466666668,4.6579048,0.016586984558683748,0.21821767684414026,0.02159114161710769,-3.4007459000000004,-8.035433,4.6563087,-3.4007459000000004,-8.133591000000001,4.6467323500000015,-3.38638115,-7.915728199999998,4.6682792000000015,-0.3901265999999999,0.04046413,-0.025294162,,,,-0.3901265999999999,0.04046413,-0.025294162,-0.3901265999999999,0.04046413,-0.025294162,-0.3901265999999999,0.04046413,-0.025294162,-3.4534104,-7.806327,4.827587599999998,,,,-3.4534104,-7.806327,4.827587599999998,-3.4534104,-7.806327,4.827587599999998,-3.4534104,-7.806327,4.827587599999998,-0.002514839,0.12315607,0.12527037,,,,-0.002514839,0.12315607,0.12527037,-0.002514839,0.12315607,0.12527037,-0.002514839,0.12315607,0.12527037,,,,,,1,0,0,0,0,0
7,-3.45940125,-8.0497975,4.577303425,0.06010725118255982,0.05597639308077336,0.06866785011383307,-3.4486277999999997,-8.040220999999999,4.5820915000000015,-3.4857363250000004,-8.065358999999999,4.55695325,-3.422292725,-8.0246595,4.602441675,-0.32260323,0.003156852,-0.048507452,,,,-0.32260323,0.003156852,-0.048507452,-0.32260323,0.003156852,-0.048507452,-0.32260323,0.003156852,-0.048507452,-3.4349692000000003,-7.863853,4.7456098,0.026079795146434943,0.08135404938907367,0.1159341165735088,-3.4349692000000003,-7.863853,4.7456098,-3.4441898,-7.8926159999999985,4.7046209,-3.4257486000000004,-7.835089999999999,4.786598699999999,0.0153718,-0.16244888,0.026020527,,,,0.0153718,-0.16244888,0.026020527,0.0153718,-0.16244888,0.026020527,0.0153718,-0.16244888,0.026020527,,,,,,1,0,0,0,0,0
8,-3.45628886,-8.0450092,4.43030566,0.05791540961383276,0.06855657335514867,0.17122087162734606,-3.4629922,-8.045009,4.488722,-3.4677806,-8.097679,4.2828293,-3.429475,-7.992339,4.579697,-0.375949965,-0.0008677125000000003,-0.019723822,0.0754436761453235,0.005691593698545295,0.04070619992032909,-0.375949965,-0.0008677125000000003,-0.019723822,-0.4026233325,-0.0028799947500000003,-0.034115637000000004,-0.3492765975,0.0011445697499999994,-0.005332007,-3.41919625,-7.97774025,4.56309635,0.0037734753378020655,0.07970684414230111,0.14217887973199478,-3.41919625,-7.97774025,4.56309635,-3.420530375,-8.005920875,4.512828525,-3.417862125,-7.949559624999999,4.613364175,-0.005246162,-0.079447268,0.07935547849999999,0.0291582014888931,0.11738200538922942,0.07542701175981126,-0.005246162,-0.079447268,0.07935547849999999,-0.015555143,-0.120948074,0.05268800275,0.0050628190000000005,-0.03794646200000002,0.10602295425000001,,,,,,1,0,0,0,0,0
9,-3.4342630666666665,-8.121620333333334,4.148759566666667,0.053960335682548766,0.23344577507920966,0.08511672500433337,-3.4629922,-8.011492,4.177489,-3.4653864000000003,-8.200625500000001,4.11524235,-3.4175042999999996,-7.987551000000002,4.1966415,-0.4292967,-0.004892277,0.009059808,,,,-0.4292967,-0.004892277,0.009059808,-0.4292967,-0.004892277,0.009059808,-0.4292967,-0.004892277,0.009059808,-3.4218645,-8.0341015,4.4625607,,,,-3.4218645,-8.0341015,4.4625607,-3.4218645,-8.0341015,4.4625607,-3.4218645,-8.0341015,4.4625607,-0.025864124,0.003554344,0.13269043,,,,-0.025864124,0.003554344,0.13269043,-0.025864124,0.003554344,0.13269043,-0.025864124,0.003554344,0.13269043,,,,,,1,0,0,0,0,0
